g_name;population_size;number_of_edges;beta;innovators_perc;centrism;conformism;clustering;m_barabasi;p_rew_erdos;recommender;rewiring;s;max_time;misinformation;epsilon;n_experiments;mu;delta;time;converged;tot_rewiring;simulation_seed;opinion_seed;graph_seed;avg_op0;avg_opf;ndi0;ndif;stdv0;stdvf;clust0;clustf;BC0;BCf;neigh_corr0;neigh_corrf;num_peaks0;num_peaksf;rwc0;rwcf;strongly_cc0;strongly_ccf;propro;prono;nono;nopro;other
fortunato;400;8163;0.25;0.5;1.0;0.5;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;3507;238;236;237;0.5023131976548114;0.5028056019999958;0.388103389416218;0.3207510368557178;0.3306315258134796;0.30800746284115044;0.27809027507159956;0.5234212357693176;0.6704199740838684;0.8762331998566106;-0.010797504504484669;-0.1153152338356612;3;3;0.37336307691311044;0.45074329642676425;1;1;1850224;900;1820221;915;2327740
fortunato;400;5814;0.5;0.5;1.0;0.5;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;1773;174;172;173;0.5659187231484867;0.5707271443544737;0.2588837151250663;0.20827091363126768;0.23683007969104686;0.21860216238334462;0.16608812141409365;0.29892413071668045;0.4747233143894461;0.5046328921809689;0.20106516691788437;0.20652461829232;2;3;0.38843058800909164;0.44252813841482214;1;1;1703733;221;2178091;279;2117676
fortunato;400;5892;0.75;0.5;1.0;0.8;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;1026;254;252;253;0.5565489552331137;0.5520731692061627;0.31098636893556425;0.26656185677899485;0.29910448133822504;0.28720976216877847;0.3161846316102174;0.4551096066470046;0.766077013728486;0.8782347090891529;-0.07058808040441517;-0.072864193261327;2;2;0.38019836538687396;0.4201788932956711;1;1;1258679;122;2791657;48;1949431
fortunato;400;7936;0.25;0.5;1.0;0.2;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;2515;223;221;222;0.5265316944440765;0.5269860610015037;0.3470650826712066;0.24844143952593703;0.29048112432759904;0.2512742872650164;0.38566740583279135;0.365484050778892;0.552829518415224;0.8381678510385862;-0.07008690059349218;0.08181790617683556;2;2;0.3904387456629462;0.38050806048618957;1;1;1797881;264;2167340;135;2033551
fortunato;400;8011;0.0;0.5;1.0;0.8;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;2919;160;158;159;0.4314153977715791;0.42194569977986446;0.38627673850302546;0.34963507537291283;0.38371850110655187;0.35670644142984675;0.3456873961144823;0.3116552033434746;0.8106664486061008;0.9459214270000061;0.1644733430959442;0.11983950321162232;2;2;0.3944888599834497;0.32131777310257303;1;1;1972946;17;1930628;15;2095721
fortunato;400;6517;0.25;0.5;1.0;0.8;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;1501;189;187;188;0.5254099882389877;0.5257772298704673;0.22928637710848032;0.21282684064619237;0.2400514179102289;0.22990306749230885;0.17749762545086084;0.36480342237316926;0.6652871029033128;0.8041150319271587;0.33011144099011547;0.12828042250079602;2;3;0.358514132837768;0.4143869167108778;1;1;1752653;4;2388530;5;1858721
fortunato;400;6054;0.0;0.5;1.0;0.5;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;3027;258;256;257;0.4909396480285468;0.5081590221555874;0.2231742651776473;0.16583127903600514;0.21132341638258995;0.1887152250937546;0.30102784372273467;0.26735477640686633;0.34353287909051716;0.32407080241230884;0.010547476474547884;0.07560372228187244;2;3;0.38330010755684074;0.2897177839769317;1;1;3720075;607;581008;421;1696236
fortunato;400;5916;0.75;0.5;1.0;0.8;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;2958;205;203;204;0.4841674595094743;0.47796257973862566;0.1701803263055106;0.12534590897970369;0.20490699716102181;0.1811800519902577;0.2461924546034765;0.3753238748900623;0.5067121390025222;0.49984062118457356;0.36275741765294045;0.06859182910327427;3;3;0.38795197345356547;0.4523548211594254;1;1;613234;118;3987960;121;1398523
fortunato;400;5892;1.0;0.5;1.0;0.2;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;760;254;252;253;0.5258986521081667;0.5148921044121838;0.3423303540425527;0.2639503742681301;0.2947580148679412;0.2840075603706102;0.3161846316102174;0.30962511259161435;0.5941171629199453;0.92699229340356;-0.11621556811715819;-0.018826046096546027;2;2;0.3776017603671213;0.40435732114025813;1;1;1233782;262;2833067;243;1931559
fortunato;400;8163;0.25;0.5;1.0;0.8;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;2582;238;236;237;0.5113415118044832;0.5127164741646222;0.39267143496435153;0.3784987478788143;0.35666453801693176;0.35081305566996357;0.27809027507159956;0.2961304682614616;0.7705001938270466;0.749865027580785;0.0030091728004185206;-0.03240531973465919;2;3;0.3822920522511713;0.3489816464574638;1;1;1659154;164;1873416;238;2465483
fortunato;400;5814;0.5;0.5;1.0;0.8;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;1636;174;172;173;0.5866802543383364;0.5899237747516856;0.18796817510893288;0.16053905894967047;0.20629665003286143;0.18775102811781613;0.16608812141409365;0.238652743903346;0.5103297505851355;0.6208388209326127;0.4010880728788346;0.27810728279596764;3;3;0.40321198958434323;0.40962054448585605;1;1;1890318;104;2311006;216;1798138
fortunato;400;7936;0.25;0.5;1.0;0.2;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;2799;223;221;222;0.5265316944440765;0.5270468596899555;0.3470650826712066;0.25403450435697333;0.29048112432759904;0.25116060596606943;0.38566740583279135;0.5917672276070973;0.552829518415224;0.8416666754601891;-0.07008690059349218;-0.02544369881861331;2;2;0.3904387456629462;0.4622225182949816;1;1;1865686;264;2070046;135;2063852
fortunato;400;6517;0.5;0.5;1.0;0.2;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;1167;189;187;188;0.5066214860715522;0.4963495429151193;0.31313835704786636;0.2323075253000775;0.2804744339284112;0.23643271900631807;0.17749762545086084;0.23145217638067397;0.5439285720330638;0.7635437125980037;-0.01583007524482568;0.03516182816108597;2;3;0.3328568457732118;0.31402897120852263;1;1;1562029;73;2417190;90;2020073
fortunato;400;8011;0.0;0.5;1.0;0.8;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;3112;160;158;159;0.4314153977715791;0.4224626705392716;0.38627673850302546;0.3526524266186423;0.38371850110655187;0.3567398729385952;0.3456873961144823;0.6358439071104983;0.8106664486061008;0.9454375066303362;0.1644733430959442;0.10837204045731547;2;2;0.3944888599834497;0.47802382656340575;1;1;1840262;17;1981137;15;2178566
fortunato;400;6054;0.0;0.5;1.0;0.5;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;3027;258;256;257;0.4909396480285468;0.5044352768401891;0.2231742651776473;0.16326813105979673;0.21132341638258995;0.1753276819928403;0.30102784372273467;0.6140797816261547;0.34353287909051716;0.4530185808781481;0.010547476474547884;0.011744891628540588;2;3;0.38330010755684074;0.4720519897251394;1;1;3553392;607;582966;421;1862608
fortunato;400;5892;1.0;0.5;1.0;0.2;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;1030;254;252;253;0.5258986521081667;0.5155393541600664;0.3423303540425527;0.26389517223528913;0.2947580148679412;0.2848203257013166;0.3161846316102174;0.3258884410161298;0.5941171629199453;0.9277445072073955;-0.11621556811715819;-0.021480274886575047;2;2;0.3776017603671213;0.4199525613172156;1;1;1234859;262;2827895;243;1936695
fortunato;400;5916;1.0;0.5;1.0;0.2;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;2521;205;203;204;0.5044767633810614;0.5082622892683272;0.3206442663824985;0.25638076119675063;0.27009675068349515;0.2506647673965015;0.2461924546034765;0.2759597897555391;0.4989936883397909;0.704550056269877;0.09090746480986071;0.030749534074261748;2;3;0.36258778211154696;0.42200117670397935;1;1;1392782;70;2523066;117;2082777
fortunato;400;5814;0.5;0.5;1.0;0.8;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;1773;174;172;173;0.5866802543383364;0.5899245073141501;0.18796817510893288;0.16294579860194788;0.20629665003286143;0.1877509165118542;0.16608812141409365;0.29892413071668045;0.5103297505851355;0.6208368010006958;0.4010880728788346;0.2963334816109204;3;3;0.40321198958434323;0.4524398319238173;1;1;1870775;104;2321919;216;1806986
fortunato;400;7936;0.25;0.5;1.0;0.5;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;2515;223;221;222;0.5571094365287217;0.5578906132916837;0.31998540571259887;0.2441218983083429;0.28105968153154715;0.2490528680870128;0.38566740583279135;0.365484050778892;0.5646747109846879;0.5806857639278015;0.04205791745245764;0.07392141099719778;2;3;0.39648944538710384;0.3823366142875386;1;1;1706052;408;2141795;240;2150676
fortunato;400;6517;0.5;0.5;1.0;0.2;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;1501;189;187;188;0.5066214860715522;0.4965651677832922;0.31313835704786636;0.22962047072965544;0.2804744339284112;0.23577096975860923;0.17749762545086084;0.33092755133366014;0.5439285720330638;0.7588971063252905;-0.01583007524482568;-0.009765060862858608;2;3;0.3328568457732118;0.40066246818591056;1;1;1559498;73;2423246;90;2017006
fortunato;400;8163;0.25;0.5;1.0;0.8;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;3507;238;236;237;0.5113415118044832;0.5120597581842223;0.39267143496435153;0.3946774855048518;0.35666453801693176;0.3504372716881243;0.27809027507159956;0.5234212357693176;0.7705001938270466;0.7499729771945811;0.0030091728004185206;-0.3027755953725924;2;3;0.3822920522511713;0.4345899736936279;1;1;1526035;164;1869088;238;2604475
fortunato;400;8011;0.25;0.5;1.0;0.2;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;2929;160;158;159;0.48110005647131876;0.4821166364496794;0.34751320061980695;0.22085306819300576;0.31260479906442235;0.22566747982802196;0.3456873961144823;0.3388328104590361;0.5850166345024002;0.866960980908776;0.09314685738917813;0.019587625477334086;2;3;0.3838219134413494;0.378544596130084;1;1;2703796;432;1390066;631;1904458
