g_name;population_size;number_of_edges;beta;innovators_perc;centrism;conformism;modularity;m_barabasi;p_rew_erdos;recommender;rewiring;s;max_time;misinformation;epsilon;n_experiments;mu;delta;time;converged;tot_rewiring;simulation_seed;opinion_seed;graph_seed;avg_op0;avg_opf;ndi0;ndif;stdv0;stdvf;clust0;clustf;BC0;BCf;neigh_corr0;neigh_corrf;num_peaks0;num_peaksf;rwc0;rwcf;strongly_cc0;strongly_ccf;propro;prono;nono;nopro;other
fortunato;400;4882;0.0;0.505;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1952;86;84;85;0.49222673653116644;0.4974269536991804;0.326475306640993;0.2491759417666378;115.46969299344309;115.46969299344309;0.33486236969065414;0.539481787180002;0.5513966131204762;0.8489100091826999;0.1176177467090314;0.06249325180481077;2;2;0.27679593980819417;0.28855412247392614;1;1;2335890;145;1669568;132;1994265
fortunato;400;5343;0.0;0.46;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2137;92;90;91;0.492323947902131;0.48179723147604053;0.324167869273297;0.24432789619747802;115.46969299344309;115.46969299344309;0.4019369324064783;0.6064216435025087;0.5615916316765843;0.9585650683448088;0.04312550397316918;0.0954314294420266;2;2;0.28930920364679563;0.3286022794355311;1;1;1609137;83;2497935;87;1892758
fortunato;400;4925;0.0;0.4875;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1970;140;138;139;0.48484743830278987;0.4853924830235323;0.3306136063355649;0.2182645143078064;115.46969299344309;115.46969299344309;0.44756881100652757;0.6198175152452969;0.5743319521945713;0.9141763173613965;0.10562733114094452;0.23538328273410625;3;2;0.2666151919036126;0.29874074822816427;1;1;2480691;304;1739191;333;1779481
fortunato;400;5323;0.0;0.46;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2129;2;0;1;0.46344510098346947;0.47371052385289153;0.32263360191294305;0.1918586794185394;115.46969299344309;115.46969299344309;0.35829844877269224;0.5806457651335382;0.5593048391033151;0.883961303245518;0.10394798064423134;0.29865173093475267;3;2;0.2981163576057955;0.44019228516026787;1;1;2711599;468;1546500;497;1740936
fortunato;400;5156;0.0;0.495;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2062;110;108;109;0.48454568760995964;0.48459290483393785;0.3361381511030999;0.24140440704259353;115.46969299344309;115.46969299344309;0.26896136991646813;0.48736932312732834;0.5945392341615668;0.9601410018032343;0.03463308225902016;0.09323091890613511;3;2;0.31264993389597073;0.39471315704769055;1;1;2216065;200;1860686;145;1922904
fortunato;400;5210;0.0;0.505;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2084;20;18;19;0.5168410571854942;0.517635183756765;0.3361062568147804;0.2068794297890075;115.46969299344309;115.46969299344309;0.32829316638184963;0.558375409457128;0.56381353749197;0.9815924992771878;0.039331910262202896;0.14639412366937915;3;2;0.2960948590371234;0.35428977342373213;1;1;2844520;649;1378899;532;1775400
fortunato;400;4812;0.0;0.5275;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1924;104;102;103;0.5372642989582725;0.5409868257846472;0.3043601512214203;0.20675303906524264;115.46969299344309;115.46969299344309;0.3564028989753285;0.5665173516607882;0.5518298834206291;0.6113565217178115;0.15660373012705356;0.2733049482304237;2;3;0.30733891350771875;0.33979558603276483;1;1;1625933;356;2456883;392;1916436
fortunato;400;5143;0.0;0.5;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2057;26;24;25;0.4792162367214445;0.4968698736951;0.3664836278389713;0.2709259490468155;115.46969299344309;115.46969299344309;0.3113754087034197;0.5366429993830409;0.5778246679817256;0.9452376856698919;-0.05895062026924536;0.16361581114090437;2;2;0.2750735216143224;0.41463194141220416;1;2;2192165;231;1881538;228;1925838
fortunato;400;4893;0.0;0.51;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1957;80;78;79;0.5337771057497003;0.5216170642667638;0.3053894127516031;0.21781755026724453;115.46969299344309;115.46969299344309;0.3764172172532071;0.5730188392383402;0.5398236651998944;0.7046225805253601;0.03023556734750905;0.19714780536844123;2;2;0.2836724159725095;0.294626880605245;1;1;1991394;87;1999333;78;2009108
fortunato;400;5110;0.0;0.4575;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2044;38;36;37;0.4818344092076648;0.48237368047334966;0.3351333354024009;0.17052354783195792;115.46969299344309;115.46969299344309;0.40958553846671175;0.6124050044996281;0.5689134399016826;0.5732302439445678;0.07205942856104251;0.2870893220066015;3;3;0.289229923848348;0.41668590876158507;1;1;3232620;1274;1139628;1439;1625039
